19-09-22 03:41     22627.26     22627.26     22495.73 
19-09-23 06:29     12592.09     35219.35     35087.82 
19-09-24 05:49     30734.23     65953.58     65822.04 
19-09-25 08:16      2157.21     68110.78     67963.25 
19-09-26 04:35     54092.53    122203.32    122055.78 
19-09-27 05:35     85028.92    207232.24    207084.70 
19-09-28 09:56     10557.45    217789.69    217642.15 
19-09-29 04:18     73070.30    290859.99    290690.23 
19-09-30 07:05     28912.34    319772.33    319582.57 
19-10-01 03:52    240143.78    559916.10    557390.35 
19-10-02 04:38     21936.37    581852.47    579326.72 
19-10-03 04:24       414.67    582267.14    579741.38 
19-10-04 15:04        29.90    582297.04    579771.28 
19-10-05 14:50      3000.00    585297.04    582771.28 
19-10-06 16:20       469.30    585766.34    583240.58 
19-10-09 23:19        12.27    585778.61    583252.86 
19-10-10 09:53      1041.93    586820.54    584294.79 
19-10-11 15:06      1013.86    587834.40    585308.65 
19-10-12 04:30        89.98    587924.38    585398.63 
19-10-13 12:13       285.42    588209.80    585684.05 
19-10-14 10:58       407.05    588616.85    586091.10 
19-10-15 10:18       624.28    589241.13    586715.38 
19-10-16 16:43       601.67    589842.80    587317.05 
19-10-18 09:01        85.00    589927.80    587402.05 
19-10-19 20:51        63.42    589991.22    587465.47 
19-10-21 22:08       579.00    590570.22    588044.47 
19-10-22 22:58       100.65    590670.87    588145.12 
19-10-23 21:28       222.00    590892.87    588367.12 
19-10-24 09:54       123.12    591015.99    588490.24 
19-10-25 20:40       440.39    591456.38    588930.63 
19-10-26 08:30         4.00    591460.38    588934.63 
19-10-28 11:03       514.50    591974.88    589449.13 
19-10-29 03:56        91.65    592066.53    589540.77 
19-11-02 18:33        30.00    592096.52    589570.77 
19-11-04 19:58        10.20    592106.73    589580.97 
19-11-05 20:03      1757.59    593864.32    591338.57 
19-11-06 10:52       725.00    594589.32    592063.57 
19-11-07 17:36       618.85    595208.17    592682.42 
19-11-09 12:27        46.00    595254.17    592728.42 
19-11-10 10:08        32.84    595287.02    592761.26 
19-11-12 00:52       181.30    595468.31    592942.56 
19-11-12 08:41       132.33    595600.65    593074.89 
19-11-15 05:20        25.00    595625.65    593099.89 
19-11-17 00:48         4.00    595629.65    593103.89 
19-11-21 07:29        40.00    595669.65    593143.89 
19-11-23 03:54        35.00    595704.65    593178.89 
19-11-26 20:33        49.00    595753.65    593227.89 
19-11-27 10:31        12.00    595765.65    593239.89 
19-11-29 19:23        10.00    595775.65    593249.89 
19-12-05 23:27        10.00    595785.65    593259.89 
19-12-14 08:24       571.54    596357.19    593831.43 
19-12-16 20:37       173.24    596530.43    594004.68 
19-12-17 14:10       704.73    597235.16    594709.41 
19-12-19 14:02         8.00    597243.16    594717.41 
19-12-21 05:01     78605.31    675848.47    528238.14 
19-12-22 05:38     43161.97    719010.44    570140.67 
19-12-23 05:15     13889.17    732899.61    571123.47 
19-12-24 03:48      5398.27    738297.88    571350.60 
19-12-25 04:16      9348.33    747646.20    574152.47 
19-12-26 05:15     45666.95    793313.15    535711.55 
19-12-27 06:57       500.10    793813.25    535211.45 
19-12-28 07:38      1451.82    795265.07    534741.52 
19-12-29 10:43       505.21    795770.28    535246.73 
19-12-30 07:41     43909.59    839679.87    577752.34 
19-12-31 04:00    166914.60   1006594.47    744666.94 
20-01-01 04:07        11.00   1006605.47    744677.94 
20-01-04 10:14       122.10   1006727.57    744800.04 
20-01-05 17:35       100.00   1006827.57    744900.04 
20-01-07 06:35      2361.92   1009189.49    747261.96 
20-01-08 11:47      2080.00   1011269.49    749341.96 
20-01-11 17:00       137.34   1011406.83    749479.30 
20-01-12 05:15        61.10   1011467.93    749540.40 
20-01-13 10:40      1500.00   1012967.93    751040.40 
20-01-14 04:40         1.00   1012968.93    751041.40 
20-01-15 06:34         1.61   1012970.54    751043.02 
20-01-16 05:20       900.00   1013870.54    751943.02 
20-01-17 10:17         1.00   1013871.54    751944.02 
20-01-18 06:20       964.22   1014835.76    752908.24 
20-01-19 10:52      3494.00   1018329.76    756402.24 
20-01-22 20:28      9071.67   1027401.44    765473.91 
20-01-23 05:58         0.01   1027401.45    765473.92 
20-01-24 15:00      2000.00   1029401.45    767473.92 
20-01-26 13:33      2029.40   1031430.84    769503.32 
20-01-28 05:46      1000.50   1032431.34    770503.82 
20-02-01 03:40        15.00   1032446.34    770518.82 
20-02-01 03:56      3459.52   1035905.86    773978.34 
20-02-02 08:30        51.00   1035956.87    774029.34 
20-02-03 15:36       300.00   1036256.87    774329.34 
20-02-06 02:43     17061.98   1053318.85    791391.32 
20-02-06 13:31     56498.76   1109817.61    847890.08 
20-02-09 09:49        12.84   1109830.45    847902.93 
20-02-10 05:17      3461.00   1113291.45    851363.93 
20-02-12 07:35        28.25   1113319.71    851392.18 
20-02-13 08:42      3910.00   1117229.71    855302.18 
20-02-15 18:11         1.00   1117230.71    855303.18 
20-02-16 15:39      1000.00   1118230.71    856303.18 
20-02-20 20:14      6158.00   1124388.71    862461.18 
20-02-23 22:53        50.00   1124438.71    862511.18 
20-02-26 20:10       219.29   1124658.00    862730.47 
20-02-28 11:36      2852.00   1127510.00    865582.47 
20-03-07 11:38        10.00   1127520.00    865592.47 
20-03-08 22:13      1939.56   1129459.56    867532.03 
20-03-11 11:08         8.74   1129468.29    867540.77 
20-03-13 22:18         0.90   1129469.19    867541.67 
20-03-19 22:18         0.00   1129469.19    867541.67 
20-03-20 03:52     40424.70   1169893.90    847051.39 
20-03-21 03:51     15885.76   1185779.66    861261.40 
20-03-22 05:00      4685.95   1190465.61    863685.28 
20-03-23 03:59      1789.74   1192255.35    865255.02 
20-03-24 03:49       243.93   1192499.28    865037.11 
20-03-25 04:44      3953.95   1196453.23    863083.16 
20-03-26 06:17        76.49   1196529.72    863042.67 
20-03-27 04:20       405.00   1196934.72    862639.67 
20-03-28 04:37      6280.88   1203215.60    865524.74 
20-03-29 09:03      6775.52   1209991.12    867933.24 
20-04-02 01:11      1000.00   1210991.12    868933.24 
20-04-02 08:54       242.70   1211233.82    869175.94 
20-04-04 09:15        13.00   1211246.82    869188.94 
20-04-06 14:43       851.00   1212097.82    870039.94 
20-04-07 15:56         1.00   1212098.82    870040.94 
