18-03-23 16:07    156627.97     50300.00        45.18    156627.97     40951.98     80098.77         0.00       100.00      45.1769         0.00 
18-06-21 20:16    185150.15     65200.00       169.05    341778.12     61323.58    160441.99         0.00       200.00     123.8767         0.00 
18-09-19 19:28    134912.33     88100.00       266.56    476690.46     81411.78    207850.11         0.00       300.00      97.5065         0.00 
18-12-18 16:55     98445.12    106100.00       325.66    575135.57     98727.89    244945.03      2015.34       300.00      59.0994      1426.46 
19-03-18 17:31     56631.51    111000.00       356.39    631767.08    100013.69    272575.55      7098.98       400.00      30.7269      1985.33 
19-06-16 22:59    104752.32    111000.00       416.81    736519.40    104799.27    337282.80     12617.55       400.00      60.4270      1191.29 
19-09-14 16:50     99890.27    122700.00       476.06    836409.67    121784.63    367628.68     18615.88       700.00      59.2446      1528.63 
19-12-13 18:41    178556.82    121700.00       606.40   1014966.49    125874.28    367628.68     22672.60      1700.00     130.3458        91.86 
20-03-12 17:55     96701.68    120600.00       665.69   1111668.17    126583.78    367628.68     24579.15      2800.00      59.2910       112.52 
20-06-10 20:40    122781.77    120400.00       730.39   1234449.94    126702.01    367628.68     25707.50      3000.00      64.6954       132.21 
20-09-08 18:00     87196.27    100400.00       773.06   1321646.21    126707.01    367628.68     26274.74     23000.00      42.6690       154.35 
