18-03-23 16:07        14.13      1900.00         0.00        14.13        14.03         0.00         0.00         0.00       0.0001         0.00 
18-04-01 21:43        39.06      2000.00         0.02        53.19        40.12         0.00         0.00         0.00       0.0169         0.00 
18-04-06 16:55      6188.52     10000.00         2.58      6241.71      2859.43         0.00         0.00         0.00       2.5585         0.00 
18-04-13 20:00      5791.51     10000.00         7.73     12033.22      4689.35         0.00         0.00         0.00       5.1560         0.00 
18-04-20 18:05      3523.69     16900.00         9.49     15556.91      6861.18         0.00         0.00       100.00       1.7584         0.00 
18-04-28 06:41     11788.23     16900.00        11.36     27345.14     15532.28         3.86         0.00       100.00       1.8715         0.00 
18-05-04 16:08     41271.80     27300.00        22.64     68616.94     24172.94     17417.66         0.00       100.00      11.2811         0.00 
18-05-11 18:03     16971.17     32300.00        24.67     85588.12     27096.98     30960.81         0.00       100.00       2.0232         0.00 
18-05-18 16:13     10564.62     38300.00        26.48     96152.73     29807.35     38617.56         0.00       100.00       1.8098         0.00 
18-05-25 23:28     30707.48     38300.00        36.45    126860.21     35889.05     57295.73         0.00       100.00       9.9794         0.00 
18-06-01 18:28     10582.15     50300.00        37.65    137442.36     40826.23     62609.75         0.00       100.00       1.1989         0.00 
18-06-08 17:22     16496.39     50300.00        43.45    153938.76     40946.98     77590.38         0.00       100.00       5.7990         0.00 
18-06-15 16:40      2717.59     50300.00        45.19    156656.34     40951.98     80123.15         0.00       100.00       1.7353         0.00 
18-06-22 18:36      6655.70     50300.00        47.47    163312.04     41317.52     85955.95         0.00       100.00       2.2791         0.00 
18-06-29 17:16      7264.16     50200.00        51.16    170576.20     41445.34     90729.41         0.00       200.00       3.6938         0.00 
18-07-06 16:38      3473.44     50200.00        52.25    174049.63     41763.23     93491.77         0.00       200.00       1.0869         0.00 
18-07-13 16:46     29512.84     50200.00        68.80    203562.47     48513.70    103903.30         0.00       200.00      16.5488         0.00 
18-07-20 16:12      6777.41     54200.00        74.24    210339.88     48961.87    106226.31         0.00       200.00       5.4434         0.00 
18-07-27 16:18     11268.50     54200.00        77.21    221608.38     49028.48    116399.96         0.00       200.00       2.9732         0.00 
18-08-03 16:18     20087.49     62200.00        84.03    241695.87     55596.24    124905.50         0.00       200.00       6.8195         0.00 
18-08-10 20:00     27796.49     62200.00       109.22    269492.37     55865.28    135866.98         0.00       200.00      25.1830         0.00 
18-08-17 17:39     17778.67     62200.00       123.92    287271.03     55944.61    143984.43         0.00       200.00      14.7056         0.00 
18-08-24 19:28     19309.99     62200.00       145.93    306581.02     56249.61    146432.48         0.00       200.00      22.0124         0.00 
18-08-31 17:23     12577.35     62200.00       153.00    319158.37     59213.39    151185.65         0.00       200.00       7.0638         0.00 
18-09-07 19:04     21490.29     65200.00       168.46    340648.67     61323.58    159483.21         0.00       200.00      15.4601         0.00 
18-09-14 17:12     17303.03     65200.00       189.55    357951.69     61370.58    160847.68         0.00       200.00      21.0967         0.00 
18-09-21 17:23      2196.28     65200.00       190.80    360147.98     61386.58    162406.15         0.00       200.00       1.2444         0.00 
18-09-28 23:45      2553.98     65200.00       192.41    362701.95     61408.22    164599.01         0.00       200.00       1.6123         0.00 
18-10-05 17:14     26717.25     66200.00       225.74    389419.21     61409.22    165924.70         0.00       200.00      33.3304         0.00 
