19-09-22 03:41    217789.69    217789.69    217642.15 
19-09-29 04:18    367507.35    585297.04    582771.28 
19-10-06 16:20      2627.34    587924.38    585398.63 
19-10-13 12:13      2066.84    589991.22    587465.47 
19-10-21 22:08      1469.16    591460.38    588934.63 
19-10-28 11:03       636.14    592096.52    589570.77 
19-11-04 19:58      3157.65    595254.17    592728.42 
19-11-10 10:08       375.48    595629.65    593103.89 
19-11-21 07:29        75.00    595704.65    593178.89 
19-11-26 20:33        71.00    595775.65    593249.89 
19-12-05 23:27        10.00    595785.65    593259.89 
19-12-14 08:24       571.54    596357.19    593831.43 
19-12-16 20:37     79491.28    675848.47    528238.14 
19-12-22 05:38    119416.60    795265.07    534741.52 
19-12-29 10:43    211462.50   1006727.57    744800.04 
20-01-05 17:35      4679.26   1011406.83    749479.30 
20-01-12 05:15      3428.93   1014835.76    752908.24 
20-01-19 10:52     14565.68   1029401.45    767473.92 
20-01-26 13:33      6504.42   1035905.86    773978.34 
20-02-02 08:30     73911.74   1109817.61    847890.08 
20-02-09 09:49      7413.10   1117230.71    855303.18 
20-02-16 15:39      7158.00   1124388.71    862461.18 
20-02-23 22:53      3121.29   1127510.00    865582.47 
20-03-07 11:38        10.00   1127520.00    865592.47 
20-03-08 22:13      1949.20   1129469.19    867541.67 
20-03-19 22:18     56310.46   1185779.66    861261.40 
20-03-22 05:00     17435.94   1203215.60    865524.74 
20-03-29 09:03      8031.22   1211246.82    869188.94 
20-04-06 14:43       871.00   1212117.82    870059.94 
20-04-13 07:30         5.01   1212122.83    870064.95 
20-04-21 15:41        30.00   1212152.83    870094.95 
20-04-28 09:47       279.91   1212432.74    870374.87 
20-05-07 06:13         0.50   1212433.24    870375.37 
20-05-11 01:19        26.46   1212459.70    870401.82 
20-05-20 01:00        30.00   1212489.70    870431.82 
20-05-27 04:01        70.20   1212559.90    870502.02 
20-06-06 23:43       870.00   1213429.90    871372.02 
20-06-07 12:06       311.00   1213740.90    871683.02 
20-06-18 04:02     59717.27   1273458.17    892980.80 
20-06-21 04:49    243046.68   1516504.85    961373.07 
20-06-28 03:49    104854.24   1621359.09   1066227.31 
20-07-06 16:41      9821.21   1631180.30   1076048.52 
20-07-12 04:19      3357.05   1634537.36   1079405.57 
20-08-15 12:15         0.01   1634537.37   1079405.58 
20-08-25 05:22         5.06   1634542.43   1079410.64 
20-09-16 06:45    884728.39   2519270.82    194682.26 
20-09-20 15:34    154828.62   2674099.44     39853.63 
20-09-29 15:43     22102.87   2696202.31     17750.76 
20-10-04 08:07      5942.99   2702145.30     11807.77 
20-10-11 10:46      9254.21   2711399.52      2553.55 
20-10-20 05:10         9.02   2711408.54      2544.53 
20-10-26 12:03       435.54   2711844.08      2108.99 
20-11-11 06:59       203.15   2712047.23      1905.84 
